iter	MultiClassOneVsAll	F1:class=0	F1:class=1	F1:class=2	F1:class=3
379	-0.3694290368	0.8043778802	0.1470137825	0.420990566	0.3952470294
380	-0.3692974909	0.8043778802	0.1470137825	0.4200589971	0.39625
381	-0.3691419745	0.8041925824	0.1470137825	0.4191263282	0.3964978111
382	-0.3689982702	0.8045632634	0.1470137825	0.4202472042	0.395494368
383	-0.3688923664	0.8044705611	0.1470137825	0.4204946996	0.3967459324
384	-0.3687732736	0.8046559871	0.1498470948	0.4209288654	0.3947368421
385	-0.3686816852	0.8046559871	0.1500765697	0.4216725559	0.39875
386	-0.3685312228	0.804610951	0.1529051988	0.4226015303	0.39875
387	-0.368434926	0.8047037122	0.1529051988	0.4214243673	0.3985009369
388	-0.3682178219	0.8050270956	0.1529051988	0.4242781379	0.4002493766
389	-0.3680506028	0.8049342864	0.1526717557	0.4237786933	0.39875
390	-0.3679598419	0.8050270956	0.1526717557	0.4247058824	0.39875
391	-0.3678433287	0.8050749712	0.1582952816	0.4247058824	0.3985009369
392	-0.367712628	0.8053985465	0.1613394216	0.4271503803	0.3967357188
393	-0.3676156815	0.8052607291	0.1608497724	0.4253075571	0.3964868256
394	-0.3674705826	0.8053536402	0.1608497724	0.4259801053	0.3967357188
395	-0.3673565475	0.8052157858	0.1608497724	0.426152948	0.3962264151
396	-0.3671831278	0.8053087132	0.1608497724	0.4271503803	0.4
397	-0.3670776105	0.8057254992	0.1554878049	0.4289044289	0.4005021971
398	-0.366992944	0.8056773598	0.1554878049	0.4273204904	0.4005021971
399	-0.3668644723	0.8057703405	0.1552511416	0.4275700935	0.4015056462
400	-0.3667408731	0.8057703405	0.1582952816	0.4278199883	0.402507837
401	-0.366629212	0.8058633426	0.1610942249	0.4275700935	0.4015056462
402	-0.3664380685	0.8058633426	0.1580547112	0.4289888954	0.4037617555
403	-0.3663381203	0.8061872331	0.1608497724	0.4304093567	0.4047619048
404	-0.3662035351	0.8061872331	0.1608497724	0.4306612054	0.4045084534
405	-0.3661094979	0.8061872331	0.1580547112	0.4313267095	0.4035087719
406	-0.3659980311	0.806373398	0.1608497724	0.4343257443	0.4037617555
407	-0.3658891211	0.8064665127	0.1608497724	0.4336645237	0.4055068836
408	-0.3657795186	0.8066528067	0.1608497724	0.4364060677	0.4045084534
409	-0.3656787877	0.8068391867	0.1608497724	0.4388824214	0.402507837
410	-0.3655811033	0.8067459859	0.1608497724	0.4388824214	0.4040150565
411	-0.3654684239	0.8067459859	0.1608497724	0.4395348837	0.4020100503
412	-0.3652871921	0.806932409	0.1608497724	0.4413472706	0.4045226131
413	-0.3651282835	0.8067459859	0.1608497724	0.4379732091	0.405015674
414	-0.3649825764	0.8067459859	0.1608497724	0.436660829	0.406504065
415	-0.3648430802	0.806932409	0.1608497724	0.4393939394	0.4080100125
416	-0.3647417334	0.8071189183	0.1608497724	0.43873979	0.4094881398
417	-0.3646504085	0.8073055138	0.1638846737	0.4399066511	0.4089775561
418	-0.3645606806	0.807536701	0.1638846737	0.4401634559	0.4087227414
419	-0.3643888046	0.8077234362	0.1638846737	0.4413309982	0.4094586185
420	-0.3642846626	0.8077234362	0.1638846737	0.4417249417	0.4089775561
421	-0.3642247163	0.8076789638	0.1638846737	0.4423748545	0.4089775561
422	-0.3641749265	0.808097166	0.1666666667	0.4441860465	0.4079850281
423	-0.3640320669	0.8083776903	0.16918429	0.4450900639	0.4092326887
424	-0.3638761616	0.8083776903	0.16918429	0.4450900639	0.4092326887
425	-0.3637395848	0.8084712418	0.1719457014	0.4448315912	0.4082397004
426	-0.3636447406	0.8082841606	0.1694402421	0.4448315912	0.4082397004
427	-0.3635357225	0.8081462624	0.1694402421	0.4432809773	0.4084682441
428	-0.3634241533	0.8082841606	0.1722054381	0.4444444444	0.4089775561
429	-0.3632914703	0.808845664	0.1746987952	0.4470314319	0.4126786824
430	-0.3631773703	0.8085648148	0.1746987952	0.4463869464	0.4129353234
431	-0.363082561	0.8084712418	0.1746987952	0.4443148688	0.4129353234
432	-0.3630107252	0.8087520259	0.1801801802	0.4437973209	0.4107031736
433	-0.3628896457	0.808845664	0.1829085457	0.4453488372	0.4102244389
434	-0.3627851494	0.8089393238	0.1829085457	0.4448315912	0.4092326887
435	-0.3626954881	0.8089393238	0.1856287425	0.4461269656	0.4107031736
436	-0.3625472576	0.8092204332	0.1853512706	0.4465116279	0.4097135741
437	-0.3624471835	0.8092699884	0.1853512706	0.4461181924	0.4079850281
438	-0.3623223509	0.8093637733	0.1853512706	0.4494773519	0.4141791045
439	-0.3621679638	0.8095514084	0.1853512706	0.4506387921	0.4149068323
440	-0.362034446	0.8099269396	0.1880597015	0.4538595473	0.4168734491
441	-0.3619087086	0.8099710145	0.1907600596	0.4529616725	0.4161490683
442	-0.3618062338	0.8099269396	0.1907600596	0.4518002323	0.4181141439
443	-0.3617125855	0.8097391304	0.1907600596	0.4511627907	0.4156327543
444	-0.361618377	0.8098330241	0.193452381	0.45	0.4156327543
445	-0.3614967001	0.8100208768	0.193452381	0.4509006392	0.4153750775
446	-0.3614303568	0.8098828442	0.1961367013	0.4506387921	0.4143920596
447	-0.3612937829	0.8102088167	0.1907600596	0.450377249	0.4163568773
448	-0.3612005525	0.8101148359	0.1907600596	0.4509006392	0.4160990712
449	-0.361027389	0.8099269396	0.193452381	0.4511627907	0.4166150031
450	-0.3609370454	0.8096950017	0.1880597015	0.4509006392	0.4163568773
451	-0.3608174872	0.8097889121	0.1907600596	0.4509006392	0.4163568773
452	-0.3607312246	0.8097889121	0.193452381	0.4502617801	0.4185758514
453	-0.3605251445	0.8101647714	0.1988130564	0.4523255814	0.4183168317
454	-0.3603677871	0.8102587908	0.1988130564	0.4529616725	0.4185758514
455	-0.3602883875	0.8102147417	0.1988130564	0.4526987812	0.4170792079
456	-0.3601900192	0.8103087996	0.2014814815	0.4524361949	0.4173374613
457	-0.3601172357	0.8103087996	0.1991084695	0.452173913	0.4183168317
458	-0.3600158573	0.8104028794	0.2044444444	0.4526987812	0.4192949907
459	-0.3599104966	0.8104028794	0.2044444444	0.4526987812	0.4192949907
460	-0.3598175375	0.8105911044	0.2071005917	0.4526987812	0.4202719407
461	-0.3597163802	0.8102206736	0.2123893805	0.452173913	0.4173374613
462	-0.3596240638	0.8101265823	0.2071005917	0.4519119351	0.4185758514
463	-0.3595231093	0.8100824718	0.2071005917	0.4519119351	0.4192949907
464	-0.3594301522	0.8104089219	0.2067946824	0.4539664157	0.4183168317
465	-0.3593436311	0.8101324657	0.201183432	0.4540727903	0.4185758514
466	-0.3592574379	0.8101324657	0.2038404727	0.4542294322	0.4200123533
467	-0.3591846368	0.810320781	0.2064896755	0.4553881808	0.4209876543
468	-0.3591174667	0.8102266124	0.2091310751	0.4556521739	0.4200123533
469	-0.3590295706	0.8105532311	0.2091310751	0.4542294322	0.4200123533
470	-0.3589133033	0.810320781	0.2091310751	0.4537037037	0.4205318491
471	-0.3587608278	0.8108359493	0.2120765832	0.4528083382	0.4207279457
472	-0.3586817459	0.8110245377	0.2173274596	0.4557547715	0.4187770229
473	-0.3585989356	0.8110245377	0.219941349	0.4542294322	0.4182603331
474	-0.3584540076	0.8110749186	0.2173274596	0.4569115095	0.4204685573
475	-0.3583282749	0.8112132139	0.2176470588	0.4557547715	0.4204685573
476	-0.3582290481	0.8111692845	0.2147058824	0.4528083382	0.4194341943
477	-0.3581263389	0.8113580822	0.2120765832	0.4540727903	0.4184615385
478	-0.3579841871	0.811452514	0.2173274596	0.4548611111	0.4228641672
479	-0.3578754088	0.8116414435	0.2173274596	0.4557547715	0.4238329238
480	-0.3577456116	0.8117359413	0.2222222222	0.4577056779	0.423572744
481	-0.3576856175	0.8118304611	0.2222222222	0.4582366589	0.4264705882
482	-0.3576298531	0.8120195667	0.2196193265	0.4579710145	0.4283965728
483	-0.3575041371	0.8121141526	0.2196193265	0.4580682475	0.4279583078
484	-0.3573759224	0.8118811881	0.2222222222	0.4569115095	0.4245398773
485	-0.3572816586	0.8119757689	0.2222222222	0.4574406485	0.4262094305
486	-0.3571104004	0.8120703717	0.2303206997	0.4577056779	0.42865891
487	-0.3570251664	0.8122087605	0.2277372263	0.4585987261	0.4264705882
488	-0.3569128823	0.8122087605	0.2251461988	0.4592249855	0.4255058246
489	-0.3568028928	0.8123980424	0.2303206997	0.4597568037	0.4262094305
490	-0.3566813306	0.8123980424	0.2225475842	0.4609148813	0.4290953545
491	-0.3566061531	0.8125874126	0.2225475842	0.4611819235	0.4307504576
492	-0.3565114059	0.8125874126	0.2225475842	0.4623406721	0.4307504576
493	-0.3563645193	0.8125874126	0.2254758419	0.4620729589	0.431013431
494	-0.3562183363	0.8127768711	0.2254758419	0.4647398844	0.4300549786
495	-0.3560885528	0.8126821308	0.2222222222	0.4620729589	0.4297924298
496	-0.3560055573	0.8126821308	0.2225475842	0.4634994206	0.4317073171
497	-0.3559296836	0.8129152582	0.2280701754	0.4634994206	0.4319707138
498	-0.3558144635	0.8129152582	0.2228739003	0.4664351852	0.4319707138
499	-0.3557491981	0.8129152582	0.2202643172	0.4667052693	0.4338817794
500	-0.3556614013	0.8128205128	0.2228739003	0.4639534884	0.432563791
501	-0.3555267556	0.8130100256	0.2228739003	0.4655471917	0.4326630104
502	-0.3553938644	0.8130100256	0.2228739003	0.4648460198	0.4347298118
503	-0.3553003694	0.8130100256	0.2254758419	0.4657375145	0.4352583587
504	-0.3552199096	0.8130100256	0.2254758419	0.4658169177	0.4326630104
505	-0.3551376274	0.8130100256	0.2258064516	0.4661654135	0.4319707138
506	-0.3550444035	0.8131048152	0.2254758419	0.4675925926	0.4317073171
507	-0.3549345375	0.8131048152	0.2258064516	0.4688221709	0.4312767257
508	-0.3548518222	0.8131996269	0.2284040996	0.4696356275	0.4329268293
509	-0.3547908001	0.8132944606	0.2284040996	0.4684788895	0.4326630104
510	-0.3546683665	0.8132944606	0.2280701754	0.4705202312	0.4331909701
511	-0.3545998783	0.8133893165	0.2280701754	0.4714038128	0.4344112264
512	-0.3545210918	0.8135790947	0.2280701754	0.4717416378	0.4334554335
513	-0.3543624686	0.8137689615	0.2284040996	0.4711316397	0.4357881923
514	-0.3542474266	0.813674017	0.2284040996	0.4705882353	0.4365853659
515	-0.3540526421	0.8140023337	0.2306569343	0.4697057126	0.4341463415
516	-0.3539850026	0.814148961	0.230994152	0.469775475	0.4351005484
517	-0.353867955	0.8141055582	0.230994152	0.4709268854	0.4370054778
518	-0.35370007	0.8144341936	0.230994152	0.4718066743	0.4370054778
519	-0.3536018507	0.8145293156	0.230994152	0.4718066743	0.4379562044
520	-0.353497014	0.8144859813	0.2335766423	0.4741081703	0.4376899696
521	-0.3533797052	0.8153342683	0.2361516035	0.4749856239	0.4395871281
522	-0.3532971133	0.8152910919	0.2335766423	0.4747706422	0.4376899696
523	-0.353221581	0.8155680224	0.2339181287	0.4765177549	0.4384896468
524	-0.3530605119	0.8155249006	0.2364963504	0.4762449914	0.4384896468
525	-0.3529304494	0.8155249006	0.2390670554	0.4765177549	0.43727162
526	-0.3528019014	0.8158110163	0.2364963504	0.4784853701	0.4402668284
527	-0.352711946	0.8160018716	0.2390670554	0.479632817	0.4436363636
528	-0.3525778284	0.8160973327	0.2390670554	0.4771167048	0.4434993925
529	-0.3524837564	0.8162358171	0.2390670554	0.4785346308	0.4422843256
530	-0.3523568735	0.8163313056	0.2467343977	0.4790830946	0.4434993925
531	-0.3523147144	0.8163313056	0.2416302766	0.4790830946	0.442961165
532	-0.3522470623	0.8162358171	0.2441860465	0.4778862723	0.4424242424
533	-0.3521099963	0.8162358171	0.2467343977	0.4778862723	0.4414796847
534	-0.3520539779	0.8163313056	0.2492753623	0.4787600459	0.442961165
535	-0.3518945837	0.8164268164	0.2467343977	0.4790830946	0.4420157863
536	-0.3518222379	0.8164268164	0.2467343977	0.4790830946	0.4432301154
537	-0.3517461917	0.8164268164	0.2467343977	0.4802292264	0.4420157863
538	-0.351579195	0.8166179052	0.2467343977	0.479954181	0.4405339806
539	-0.3514916802	0.8169047062	0.2568542569	0.4799081515	0.4409448819
540	-0.3514209851	0.8169047062	0.2543352601	0.4795859689	0.4422960725
541	-0.3513456394	0.8171388434	0.2568542569	0.4810126582	0.4435045317
542	-0.3512656004	0.8171388434	0.2568542569	0.4807360552	0.4425634825
543	-0.3511395117	0.8173302108	0.2593659942	0.4818024263	0.4473842453
544	-0.3510333982	0.8175216678	0.2593659942	0.4832756632	0.4464500602
545	-0.3509271918	0.8175216678	0.2543352601	0.4841498559	0.4485868912
546	-0.3508659781	0.8178090217	0.2593659942	0.4838337182	0.4487102579
547	-0.3507775603	0.8175216678	0.2593659942	0.4841132293	0.448048048
548	-0.3507151249	0.8173831557	0.2593659942	0.4847085978	0.4495192308
549	-0.3506428805	0.8173831557	0.2593659942	0.4826388889	0.4517675255
550	-0.3505405356	0.8173403632	0.2614942529	0.4817602779	0.4502994012
551	-0.3504286933	0.8176704945	0.2614942529	0.4820393975	0.45215311
552	-0.3503472194	0.8179048512	0.2614942529	0.4846732215	0.4529658478
553	-0.3502551883	0.8180007032	0.2614942529	0.4849537037	0.4524236984
554	-0.3501671381	0.8180007032	0.2614942529	0.4861431871	0.451109778
555	-0.3500311841	0.8180539273	0.2614942529	0.4855824683	0.4520383693
556	-0.3499549683	0.8181924745	0.2614942529	0.4855824683	0.4523095381
557	-0.3498563481	0.8181498417	0.2614942529	0.4861751152	0.451109778
558	-0.3497636261	0.8179580354	0.2639885222	0.4858626659	0.451109778
559	-0.3496110077	0.8179580354	0.2614942529	0.4850230415	0.4504504505
560	-0.3495445229	0.8180965776	0.2639885222	0.4858626659	0.4513805522
561	-0.3494132946	0.8180539273	0.2664756447	0.4878892734	0.4513805522
562	-0.3493381789	0.8181924745	0.2664756447	0.4887348354	0.4520383693
563	-0.3492429964	0.8183843358	0.2685714286	0.4884259259	0.4536205865
564	-0.3491580887	0.8183843358	0.2689556509	0.4893001735	0.4536205865
565	-0.3490905334	0.8183843358	0.2689556509	0.4884259259	0.4533492823
566	-0.3489634526	0.8185762871	0.2689556509	0.4893001735	0.455469217
567	-0.3488666084	0.8185762871	0.2693409742	0.489017341	0.455469217
568	-0.3487914582	0.8185762871	0.2718168813	0.4875794339	0.4536205865
569	-0.3486738863	0.8186722965	0.2718168813	0.4875794339	0.4533492823
570	-0.3486164437	0.8186722965	0.2718168813	0.4878612717	0.4542737597
571	-0.3485413322	0.8188218728	0.2742857143	0.4884526559	0.4551971326
572	-0.3484559146	0.8189604599	0.2742857143	0.4884526559	0.4542737597
573	-0.3483691225	0.8188643829	0.2767475036	0.4867052023	0.4542737597
574	-0.3482736405	0.8189179674	0.2792022792	0.4861431871	0.4542737597
575	-0.3482119798	0.8185871861	0.2792022792	0.4858626659	0.4536205865
576	-0.3480863324	0.8189179674	0.2792022792	0.4867358708	0.4536205865
577	-0.3479934599	0.8192063865	0.2788051209	0.4864553314	0.4533492823
578	-0.3479310038	0.8192063865	0.28125	0.4872979215	0.4551971326
579	-0.3477843476	0.8193025713	0.2808510638	0.4881708021	0.455469217
580	-0.3477055848	0.8192601292	0.2808510638	0.4887608069	0.455469217
581	-0.3476398	0.8191639267	0.2788051209	0.4881980426	0.4557416268
582	-0.3475073032	0.8193563542	0.2808510638	0.4887608069	0.4563918757
583	-0.3474009262	0.8193563542	0.2808510638	0.4878892734	0.456119403
584	-0.3473118461	0.8192601292	0.2808510638	0.4876080692	0.455469217
585	-0.3472047337	0.8192601292	0.2808510638	0.4887348354	0.4591532499
586	-0.3471110379	0.8194526019	0.2808510638	0.4896073903	0.4588796186
587	-0.3470078937	0.8195488722	0.283286119	0.4898902369	0.4586063133
588	-0.3469470515	0.8195488722	0.283286119	0.4898902369	0.4586063133
589	-0.3468747078	0.8196875367	0.283286119	0.4895833333	0.4592504462
590	-0.3467290303	0.8197838346	0.2808510638	0.4884526559	0.4586063133
591	-0.3466603778	0.8199764982	0.283286119	0.489017341	0.4601664685
592	-0.3466060802	0.8198801551	0.283286119	0.4898902369	0.4595238095
593	-0.3464580065	0.8197838346	0.2857142857	0.4893001735	0.4607142857
594	-0.3463706434	0.8197838346	0.2857142857	0.4895833333	0.4616299822
595	-0.3462686268	0.8203079093	0.2881355932	0.4895833333	0.4610814023
596	-0.3461886766	0.820072864	0.2881355932	0.4884259259	0.4610814023
597	-0.3460571867	0.8201692525	0.2881355932	0.489017341	0.4601664685
598	-0.3459779696	0.8199764982	0.28854314	0.4887348354	0.4595238095
599	-0.3458756548	0.8201692525	0.28854314	0.4887348354	0.4601664685
600	-0.3457999933	0.8199882422	0.2929577465	0.489017341	0.4598930481
601	-0.3457127042	0.820223398	0.2929577465	0.4904789383	0.4607142857
602	-0.3456577268	0.820223398	0.2929577465	0.4904789383	0.4607142857
603	-0.3455559793	0.8203198495	0.2953586498	0.4913294798	0.4598930481
604	-0.3455123308	0.8203198495	0.2925457103	0.4901734104	0.4598930481
605	-0.3454308097	0.8205550329	0.2949438202	0.4907407407	0.460807601
606	-0.3453523094	0.8206937096	0.2957746479	0.4898668211	0.4614472123
607	-0.3452638733	0.8205550329	0.2957746479	0.4907407407	0.4602609727
608	-0.3451562351	0.8204163237	0.2929577465	0.4895833333	0.4611736811
609	-0.3451087534	0.8204163237	0.2925457103	0.4892753623	0.4618117229
610	-0.3450440311	0.8207480593	0.2949438202	0.4895591647	0.4639053254
611	-0.3449275579	0.821079873	0.2953586498	0.4918981481	0.4632701422
612	-0.3448729342	0.8208446065	0.2949438202	0.4927703875	0.4638196916
613	-0.3448009492	0.8209411765	0.2949438202	0.4927703875	0.463544754
614	-0.3446926226	0.8209411765	0.2945301543	0.4927703875	0.4638196916
615	-0.3446089552	0.8210377691	0.2945301543	0.4947976879	0.4650059312
616	-0.3444847899	0.8210377691	0.2969187675	0.4947976879	0.4640949555
617	-0.3444135481	0.8208990351	0.2969187675	0.4945118429	0.4640949555
618	-0.3443061514	0.8213823148	0.3016759777	0.4962492787	0.4638196916
619	-0.3442598248	0.8213823148	0.3044692737	0.4974033468	0.4638196916
620	-0.3441061012	0.8216597999	0.3044692737	0.4965357968	0.4629080119
621	-0.3440501603	0.8215630885	0.3048951049	0.4965277778	0.4641799882
622	-0.3439791943	0.8214663999	0.3020979021	0.495657209	0.4641799882
623	-0.3438837861	0.8216597999	0.3025210084	0.4968152866	0.4645390071
624	-0.3437915987	0.8217145549	0.3020979021	0.4979780474	0.4639053254
625	-0.3437019234	0.8221986568	0.299719888	0.500575374	0.4641799882
626	-0.3435812269	0.8224761456	0.299719888	0.4994232987	0.4671791839
627	-0.3434938657	0.8227669102	0.3044692737	0.5	0.4662721893
628	-0.3434093898	0.8226699658	0.3044692737	0.499711483	0.4669030733
629	-0.3432678666	0.8225312279	0.3020979021	0.5014409222	0.4680851064
630	-0.3431883187	0.8225730443	0.3020979021	0.5005767013	0.4671791839
631	-0.3431368113	0.8225730443	0.3020979021	0.5014409222	0.4674556213
632	-0.3430865393	0.8228086711	0.3020979021	0.5028835063	0.4671791839
633	-0.3430388116	0.8228086711	0.3020979021	0.5025936599	0.4674556213
634	-0.3429950086	0.8228086711	0.3020979021	0.5025936599	0.4674556213
635	-0.3429348741	0.8228638774	0.3025210084	0.5020149683	0.4680851064
636	-0.3428628435	0.8228638774	0.3025210084	0.5017301038	0.4684365782
637	-0.3427205452	0.8230578805	0.3025210084	0.5025936599	0.4693396226
638	-0.3426314798	0.8230578805	0.3025210084	0.5014409222	0.4693396226
639	-0.3425633634	0.8230578805	0.3025210084	0.5025936599	0.4693396226
640	-0.3425433434	0.8230578805	0.3025210084	0.50287687	0.4689899587
641	-0.3424068083	0.8230578805	0.3048951049	0.5031663788	0.4689899587
642	-0.342277623	0.8229191228	0.3020979021	0.5037377803	0.4692671395
643	-0.3422034736	0.8230161538	0.3044692737	0.5040183697	0.4689165187
644	-0.3421330216	0.8231549163	0.3072625698	0.503159104	0.4689165187
645	-0.3420229083	0.823251975	0.3119777159	0.5034482759	0.4701006513
646	-0.3419597731	0.823251975	0.3119777159	0.5034482759	0.4701006513
647	-0.3419026906	0.8234461611	0.3119777159	0.50287687	0.4701712936
648	-0.3418184504	0.8235432885	0.3119777159	0.5022988506	0.4704491726
649	-0.3417329098	0.8234461611	0.3119777159	0.5014376078	0.4728132388
650	-0.3415919808	0.8237932255	0.3138888889	0.5022988506	0.4731563422
651	-0.3415301824	0.8240292694	0.3138888889	0.5040183697	0.4737152983
652	-0.3413950752	0.8240707965	0.3147632312	0.5048766495	0.4739952719
653	-0.3412962379	0.8240292694	0.3147632312	0.5040183697	0.4731563422
654	-0.3412407995	0.8240707965	0.3124128312	0.504307869	0.4731563422
655	-0.3411562126	0.824182312	0.3138888889	0.5048766495	0.4740566038
656	-0.341109323	0.8240850059	0.3138888889	0.5048766495	0.4743362832
657	-0.3410302285	0.8238904627	0.3138888889	0.504587156	0.4728132388
658	-0.3409401643	0.8240850059	0.314325452	0.5065902579	0.4722550177
659	-0.3408069651	0.8245158243	0.3162274619	0.5068807339	0.4731563422
660	-0.3406917577	0.8246132042	0.3138888889	0.5077363897	0.4740566038
661	-0.3406269922	0.8246691871	0.3162274619	0.5080091533	0.4731563422
662	-0.3405400543	0.8248080331	0.3162274619	0.5083189902	0.475573867
663	-0.3404268165	0.8248640983	0.3166666667	0.5091743119	0.4759106933
664	-0.3403161607	0.8252955083	0.319001387	0.5114678899	0.4768056371
665	-0.3402398396	0.8252955083	0.3213296399	0.5123209169	0.4761904762
666	-0.3401308186	0.8251566379	0.3213296399	0.5114678899	0.4768056371
667	-0.3400129924	0.8253930725	0.3236514523	0.5114416476	0.4758539458
668	-0.3399055705	0.8251566379	0.3236514523	0.511761331	0.4768056371
669	-0.3397608334	0.8255470136	0.3236514523	0.5137614679	0.4783118406
670	-0.3396737502	0.8255882701	0.3236514523	0.5123209169	0.4779800352
671	-0.339534472	0.8254906597	0.324099723	0.5131428571	0.4758539458
672	-0.3394634545	0.8255470136	0.3236514523	0.512	0.4776470588
673	-0.3394139485	0.8258247606	0.3213296399	0.5122927387	0.4776470588
674	-0.3393227162	0.8255882701	0.3236514523	0.5122927387	0.47675103
675	-0.3392024218	0.8258247606	0.3213296399	0.5122927387	0.4776470588
676	-0.3391058252	0.82578356	0.3236514523	0.512	0.4776470588
677	-0.3389897322	0.8262566529	0.3236514523	0.5125570776	0.4770318021
678	-0.3388990879	0.8263543885	0.3282758621	0.512	0.47675103
679	-0.3388200366	0.8264110756	0.3287292818	0.5136986301	0.4773662551
680	-0.338769511	0.8265088757	0.3282758621	0.5125570776	0.4773662551
681	-0.3386850828	0.8264110756	0.3305785124	0.5128498001	0.4764705882
682	-0.3386297644	0.8263132986	0.3305785124	0.5137299771	0.4782608696
683	-0.3385442085	0.8258965558	0.3305785124	0.5142857143	0.4779800352
684	-0.3384666939	0.8259943182	0.3351648352	0.5137299771	0.4776995305
685	-0.3383788116	0.8263288742	0.3351648352	0.5145797599	0.4765258216
686	-0.3383025026	0.8263288742	0.3328748281	0.5142857143	0.4765258216
687	-0.3382171876	0.826606699	0.3328748281	0.5145797599	0.4768056371
688	-0.3381461198	0.8269412879	0.3328748281	0.5174186179	0.4770857814
689	-0.3380331432	0.8270391855	0.3351648352	0.5165714286	0.4779800352
690	-0.3379604001	0.8268434134	0.3351648352	0.5151688609	0.4788732394
691	-0.3378988691	0.8270801278	0.3351648352	0.5166093929	0.4785923754
692	-0.3378054236	0.827275956	0.3351648352	0.5171624714	0.4797653959
693	-0.3377428074	0.8273739048	0.3351648352	0.5177548683	0.481264637
694	-0.3376417571	0.8274718769	0.3351648352	0.5177548683	0.482153306
695	-0.3374591305	0.8274718769	0.3351648352	0.5171624714	0.4803749268
696	-0.3373937834	0.8273739048	0.3351648352	0.5174585003	0.4803749268
697	-0.3372897106	0.8271941253	0.3351648352	0.5176738883	0.4803288315
698	-0.3371944502	0.8271941253	0.341997264	0.5185608224	0.4803288315
699	-0.3370617784	0.8275290216	0.3374485597	0.5196581197	0.4806110458
700	-0.3369915223	0.8275290216	0.3369863014	0.519110097	0.4803288315
701	-0.3368814485	0.8274881517	0.3392612859	0.5202048947	0.4811764706
702	-0.3368073074	0.8275862069	0.3415300546	0.5202048947	0.4811764706
703	-0.3367646322	0.8277251185	0.343792633	0.5196581197	0.4811764706
704	-0.3366974089	0.8277251185	0.3415300546	0.51995439	0.4829612221
705	-0.3366247966	0.8279620853	0.3415300546	0.5193621868	0.4823529412
706	-0.3365619619	0.8279213084	0.343792633	0.5207977208	0.4829612221
707	-0.3364878496	0.827545336	0.341997264	0.5193621868	0.4835680751
708	-0.3363703202	0.8280768319	0.3442622951	0.5216400911	0.4853458382
709	-0.3362677123	0.8277415531	0.3442622951	0.51995439	0.4862331576
710	-0.3361739411	0.8279378632	0.341997264	0.5219373219	0.4856641311
711	-0.3361014731	0.8281342664	0.341997264	0.5227790433	0.4877192982
712	-0.3360184742	0.8282900202	0.341997264	0.525	0.4877192982
713	-0.335951519	0.8283883219	0.3442622951	0.525298465	0.488603156
714	-0.3358740068	0.8282900202	0.341997264	0.525	0.4877192982
715	-0.3357884176	0.8283307628	0.341997264	0.525	0.4871194379
716	-0.3357284357	0.828232503	0.341997264	0.5241614554	0.4859484778
717	-0.3356611049	0.8281917418	0.341997264	0.5258375923	0.4871194379
718	-0.3354954837	0.8283307628	0.3424657534	0.525298465	0.4865497076
719	-0.3354332507	0.828232503	0.3424657534	0.5244596132	0.4865497076
720	-0.3353237189	0.8286256824	0.3519781719	0.5281730222	0.488317757
721	-0.335233424	0.828683367	0.3542234332	0.5278725825	0.4892002335
722	-0.3351594328	0.8286256824	0.3542234332	0.5273348519	0.488317757
723	-0.3350520852	0.8287646849	0.3514986376	0.5281730222	0.4877192982
724	-0.3349702254	0.8287646849	0.3514986376	0.5290102389	0.4880046811
725	-0.3348942921	0.8286256824	0.3514986376	0.5290102389	0.4877192982
726	-0.3347700847	0.8285680389	0.3537414966	0.527936146	0.4865497076
727	-0.3346877537	0.8290598291	0.3537414966	0.5287749288	0.4900816803
728	-0.3345985102	0.8290598291	0.3537414966	0.5284738041	0.4892002335
729	-0.334522527	0.8287646849	0.3537414966	0.5299145299	0.488603156
730	-0.3344122516	0.8287646849	0.3514986376	0.5284738041	0.4897720631
731	-0.3342988556	0.828863043	0.3537414966	0.5290763968	0.4903677758
732	-0.3342473673	0.8290598291	0.3537414966	0.5296127563	0.4915353182
733	-0.3341257309	0.8289614243	0.3537414966	0.5301478953	0.4900584795
734	-0.3340794032	0.828863043	0.3559782609	0.5293113261	0.4903452311
735	-0.3340135883	0.8287646849	0.3537414966	0.5293113261	0.4891749561
736	-0.3339166524	0.828863043	0.3559782609	0.5293113261	0.4903452311
737	-0.3338283678	0.828863043	0.3559782609	0.5293113261	0.4891749561
738	-0.333790924	0.8290598291	0.3582089552	0.5301478953	0.4891749561
739	-0.3337207247	0.8291582572	0.3582089552	0.5309835134	0.4891749561
740	-0.3336223826	0.8291582572	0.3559782609	0.531516184	0.4894613583
741	-0.3335545026	0.8291582572	0.3559782609	0.531516184	0.4894613583
742	-0.3334650204	0.8290598291	0.3582089552	0.5309835134	0.4894613583
743	-0.3334031652	0.8290192353	0.3582089552	0.531516184	0.4906323185
744	-0.333325177	0.8290192353	0.3582089552	0.5323496027	0.4909197422
745	-0.3332499151	0.829216152	0.3559782609	0.5320476461	0.4915155061
746	-0.3332110862	0.8293146454	0.3559782609	0.5328798186	0.4915155061
747	-0.3331330332	0.8293146454	0.3582089552	0.531516184	0.4932787843
748	-0.3330492192	0.8294131623	0.3559782609	0.5320476461	0.4932787843
749	-0.3329166638	0.8296102662	0.356462585	0.5323496027	0.4967930029
750	-0.3328334168	0.8296102662	0.3559782609	0.5320476461	0.4950379451
