iter	MultiClassOneVsAll	MultiClassOneVsAll
779	-0.3392054515	-0.3392054515
780	-0.3391568727	-0.3391568727
781	-0.339077072	-0.339077072
782	-0.3389797512	-0.3389797512
783	-0.3388410648	-0.3388410648
784	-0.3387719616	-0.3387719616
785	-0.338719236	-0.338719236
786	-0.3386149554	-0.3386149554
787	-0.3385598913	-0.3385598913
788	-0.3385137149	-0.3385137149
789	-0.338452516	-0.338452516
790	-0.3384124664	-0.3384124664
791	-0.3383430695	-0.3383430695
792	-0.3382550862	-0.3382550862
793	-0.3381551939	-0.3381551939
794	-0.338096678	-0.338096678
795	-0.3380274797	-0.3380274797
796	-0.3379852151	-0.3379852151
797	-0.3379254052	-0.3379254052
798	-0.3378620477	-0.3378620477
799	-0.3377856455	-0.3377856455
800	-0.3377336122	-0.3377336122
801	-0.3376634974	-0.3376634974
802	-0.3376133349	-0.3376133349
803	-0.337538782	-0.337538782
804	-0.337498008	-0.337498008
805	-0.337427264	-0.337427264
806	-0.3373910995	-0.3373910995
807	-0.3373068314	-0.3373068314
808	-0.3372443282	-0.3372443282
809	-0.3371585924	-0.3371585924
810	-0.3370790793	-0.3370790793
811	-0.3370291693	-0.3370291693
812	-0.3369801137	-0.3369801137
813	-0.3368808652	-0.3368808652
814	-0.3367379135	-0.3367379135
815	-0.3366478351	-0.3366478351
816	-0.3365722244	-0.3365722244
817	-0.3365343785	-0.3365343785
818	-0.3364493832	-0.3364493832
819	-0.3363710982	-0.3363710982
820	-0.3362821932	-0.3362821932
821	-0.3362213104	-0.3362213104
822	-0.3361187804	-0.3361187804
823	-0.336012942	-0.336012942
824	-0.3359791755	-0.3359791755
825	-0.3358931173	-0.3358931173
826	-0.3358476151	-0.3358476151
827	-0.335778235	-0.335778235
828	-0.3357295233	-0.3357295233
829	-0.3356661191	-0.3356661191
830	-0.3356101314	-0.3356101314
831	-0.3355031598	-0.3355031598
832	-0.3354273862	-0.3354273862
833	-0.3353873929	-0.3353873929
834	-0.3353354369	-0.3353354369
835	-0.335277285	-0.335277285
836	-0.3351784932	-0.3351784932
837	-0.3351239939	-0.3351239939
838	-0.3350641014	-0.3350641014
839	-0.3349974705	-0.3349974705
840	-0.3349026746	-0.3349026746
841	-0.3348120365	-0.3348120365
842	-0.334743504	-0.334743504
843	-0.3346692084	-0.3346692084
844	-0.334611299	-0.334611299
845	-0.3345216043	-0.3345216043
846	-0.3344489854	-0.3344489854
847	-0.3343587656	-0.3343587656
848	-0.3343146905	-0.3343146905
849	-0.334257833	-0.334257833
850	-0.3342121237	-0.3342121237
851	-0.3341388445	-0.3341388445
852	-0.3340360116	-0.3340360116
853	-0.3339806895	-0.3339806895
854	-0.3339368647	-0.3339368647
855	-0.3338509491	-0.3338509491
856	-0.3337983388	-0.3337983388
857	-0.3337477029	-0.3337477029
858	-0.3336233416	-0.3336233416
859	-0.3335914488	-0.3335914488
860	-0.3335292131	-0.3335292131
861	-0.3334383854	-0.3334383854
862	-0.3333675355	-0.3333675355
863	-0.3332881938	-0.3332881938
864	-0.333252337	-0.333252337
865	-0.3331992017	-0.3331992017
866	-0.3330983509	-0.3330983509
867	-0.3330519531	-0.3330519531
868	-0.3330091309	-0.3330091309
869	-0.3328953279	-0.3328953279
870	-0.3328423895	-0.3328423895
871	-0.332765596	-0.332765596
872	-0.3327268545	-0.3327268545
873	-0.3326172732	-0.3326172732
874	-0.3325635273	-0.3325635273
875	-0.3325016779	-0.3325016779
876	-0.3324467577	-0.3324467577
877	-0.3323488308	-0.3323488308
878	-0.3322976007	-0.3322976007
879	-0.332244769	-0.332244769
880	-0.3321564298	-0.3321564298
881	-0.3320983788	-0.3320983788
882	-0.3320703161	-0.3320703161
883	-0.3319932841	-0.3319932841
884	-0.3319079418	-0.3319079418
885	-0.3318617488	-0.3318617488
886	-0.3317939508	-0.3317939508
887	-0.3317139304	-0.3317139304
888	-0.3316622858	-0.3316622858
889	-0.3315662902	-0.3315662902
890	-0.3314734378	-0.3314734378
891	-0.3313594619	-0.3313594619
892	-0.3312955838	-0.3312955838
893	-0.331242303	-0.331242303
894	-0.3311902964	-0.3311902964
895	-0.3311005641	-0.3311005641
896	-0.3310344194	-0.3310344194
897	-0.3309287427	-0.3309287427
898	-0.3308746194	-0.3308746194
899	-0.3308155451	-0.3308155451
900	-0.3307855811	-0.3307855811
901	-0.3307602974	-0.3307602974
902	-0.3306990926	-0.3306990926
903	-0.3306202782	-0.3306202782
904	-0.3305388793	-0.3305388793
905	-0.3304804371	-0.3304804371
906	-0.3304086477	-0.3304086477
907	-0.3303567837	-0.3303567837
908	-0.330295643	-0.330295643
909	-0.3302214257	-0.3302214257
910	-0.3301434216	-0.3301434216
911	-0.330077281	-0.330077281
912	-0.3299911507	-0.3299911507
913	-0.3299346889	-0.3299346889
914	-0.3298724361	-0.3298724361
915	-0.329826342	-0.329826342
916	-0.3297911851	-0.3297911851
917	-0.3297274567	-0.3297274567
918	-0.3296420196	-0.3296420196
919	-0.3295481967	-0.3295481967
920	-0.3294525989	-0.3294525989
921	-0.3293694477	-0.3293694477
922	-0.3292625813	-0.3292625813
923	-0.3291895019	-0.3291895019
924	-0.3290959503	-0.3290959503
925	-0.3290436734	-0.3290436734
926	-0.3289896393	-0.3289896393
927	-0.328929535	-0.328929535
928	-0.3288525407	-0.3288525407
929	-0.3287939891	-0.3287939891
930	-0.3286864002	-0.3286864002
931	-0.3286043254	-0.3286043254
932	-0.3285165579	-0.3285165579
933	-0.3284746008	-0.3284746008
934	-0.3283900142	-0.3283900142
935	-0.328316134	-0.328316134
936	-0.3282301549	-0.3282301549
937	-0.3281238564	-0.3281238564
938	-0.3280474224	-0.3280474224
939	-0.327964438	-0.327964438
940	-0.327930409	-0.327930409
941	-0.327871443	-0.327871443
942	-0.327807056	-0.327807056
943	-0.3277385688	-0.3277385688
944	-0.3276920894	-0.3276920894
945	-0.3276400006	-0.3276400006
946	-0.3275902845	-0.3275902845
947	-0.3275256237	-0.3275256237
948	-0.327452154	-0.327452154
949	-0.327405453	-0.327405453
950	-0.327334609	-0.327334609
951	-0.3272598415	-0.3272598415
952	-0.3271970945	-0.3271970945
953	-0.3271446359	-0.3271446359
954	-0.3270620527	-0.3270620527
955	-0.3270116514	-0.3270116514
956	-0.3269881745	-0.3269881745
957	-0.3268861341	-0.3268861341
958	-0.3268360237	-0.3268360237
959	-0.3267711841	-0.3267711841
960	-0.3266847451	-0.3266847451
961	-0.3265950781	-0.3265950781
962	-0.3265615492	-0.3265615492
963	-0.3265368053	-0.3265368053
964	-0.3264368059	-0.3264368059
965	-0.3263648386	-0.3263648386
966	-0.3263150039	-0.3263150039
967	-0.326243564	-0.326243564
968	-0.3261764958	-0.3261764958
969	-0.3261289674	-0.3261289674
970	-0.3260592994	-0.3260592994
971	-0.3260127893	-0.3260127893
972	-0.3259368576	-0.3259368576
973	-0.3258746791	-0.3258746791
974	-0.3258353917	-0.3258353917
975	-0.3257493307	-0.3257493307
976	-0.3256996939	-0.3256996939
977	-0.3256495377	-0.3256495377
978	-0.3255524975	-0.3255524975
979	-0.3254642008	-0.3254642008
980	-0.3253913484	-0.3253913484
981	-0.3253216155	-0.3253216155
982	-0.3252577253	-0.3252577253
983	-0.3251832574	-0.3251832574
984	-0.3251173307	-0.3251173307
985	-0.3250683659	-0.3250683659
986	-0.3249931949	-0.3249931949
987	-0.3249413208	-0.3249413208
988	-0.3248531348	-0.3248531348
989	-0.3247866945	-0.3247866945
990	-0.3247520419	-0.3247520419
991	-0.324697905	-0.324697905
992	-0.3246378343	-0.3246378343
993	-0.3245572434	-0.3245572434
994	-0.3244660022	-0.3244660022
995	-0.3243980266	-0.3243980266
996	-0.3243351755	-0.3243351755
997	-0.3242751602	-0.3242751602
998	-0.324243865	-0.324243865
999	-0.3241862073	-0.3241862073
